2562		2		672		1792		1168		1024		
2562		3		160		736		224		560		
2563		0		1200		1408		928		1696		
2563		1		1632		2304		1472		1344		
2563		2		688		1520		1104		736		
2563		3		192		1040		704		576		
2564		0		1232		1424		1184		1888		
2564		1		1584		2032		2048		1392		
2564		2		672		1520		1152		1024		
2564		3		224		1024		704		624		
2565		0		1216		1408		1568		1744		
2565		1		1632		2304		1632		1312		
2565		2		672		1520		1376		1056		
2565		3		208		1040		608		576		
2566		0		1168		1440		1488		1696		
2566		1		1616		2032		2048		1360		
2566		2		656		1792		1280		1040		
2566		3		160		1024		592		560		
2567		0		1392		1264		2080		1840		
2567		1		1264		1936		3152		960		
2567		2		832		1472		1504		704		
2567		3		352		736		496		512		
2568		0		1344		1248		2224		1904		
2568		1		1216		1920		3184		928		
2568		2		816		1472		1792		704		
2568		3		368		1040		848		560		
2569		0		1344		1264		2256		1664		
2569		1		1216		1920		3184		992		
2569		2		816		1472		1216		672		
2569		3		128		1024		1040		592		
2570		0		1360		1232		2256		1904		
2570		1		1232		1936		2976		960		
2570		2		816		1456		1792		704		
2570		3		352		752		640		576		
2571		0		1360		1264		2096		1808		
2571		1		1232		2160		2976		944		
2571		2		832		1456		1808		720		
2571		3		336		1024		1056		528		
2572		0		1344		1232		2288		1888		
2572		1		1232		1920		3040		912		
2572		2		800		1472		1792		720		
2572		3		352		752		1040		544		
2573		0		1312		1248		2272		1904		
2573		1		1216		2144		3024		992		
2573		2		816		1456		1792		752		
2573		3		368		752		480		560		
2574		0		1312		1248		2560		1904		
2574		1		1232		2160		3024		976		
2574		2		816		1424		1216		688		
2574		3		352		720		752		608		
2575		0		1376		1232		2064		1824		
2575		1		1232		2144		3328		960		
2575		2		800		1440		1520		752		
2575		3		352		1024		1040		608		
2576		0		1312		1248		2240		1856		
2576		1		1248		2144		3328		960		
2576		2		816		1424		1248		688		
2576		3		352		1024		1072		576		
2577		0		1344		1232		2192		1872		
2577		1		1536		1920		3136		992		
2577		2		848		1456		1168		672		
2577		3		352		1040		496		592		
2578		0		1312		1264		2256		1872		
2578		1		1568		1920		3040		992		
2578		2		880		1424		992		720		
2578		3		288		1024		448		608		
2579		0		1152		1232		1936		1840		
2579		1		1248		2128		3344		976		
2579		2		848		1424		1216		688		
2579		3		368		752		448		560		
2580		0		1360		1232		1920		1856		
2580		1		1264		2160		3344		960		
2580		2		832		1440		1808		704		
2580		3		368		1040		1072		544		
2581		0		1360		1216		2256		1888		
2581		1		1536		2144		3344		960		
2581		2		816		1456		1792		752		
2581		3		128		752		784		544		
2582		0		1360		1200		1920		1824		
2582		1		1536		2160		3360		976		
2582		2		816		1440		1808		720		
2582		3		128		736		768		560		
2583		0		1344		1216		2560		1872		
2583		1		1248		2144		3072		928		
2583		2		832		1456		1792		720		
2583		3		368		1024		1072		544		
2584		0		1312		1232		2576		1888		
2584		1		1536		2144		3408		976		
2584		2		832		1424		1808		720		
2584		3		352		1040		1024		592		
2585		0		1344		1200		2560		1664		
2585		1		1264		2160		3088		912		
2585		2		816		1472		1616		736		
2585		3		352		736		784		560		
2586		0		1344		1200		2576		1888		
2586		1		1536		2112		3088		912		
2586		2		832		1424		1808		688		
2586		3		128		720		768		544		
2587		0		1360		1200		2592		1888		
2587		1		1536		2128		3408		976		
2587		2		816		1440		1792		704		
2587		3		352		1024		784		528		
2588		0		1360		1184		2000		1808		
2588		1		1248		2144		3408		912		
2588		2		816		1440		1792		704		
2588		3		336		752		1056		560		
2589		0		1344		1200		2576		1904		
2589		1		1264		2112		3408		960		
2589		2		800		1440		1808		704		
2589		3		352		752		1072		560		
2590		0		1360		1200		2576		1872		
2590		1		1248		2128		3376		944		
2590		2		816		1424		1808		720		
2590		3		352		752		1056		576		
2591		0		1344		1200		2576		1872		
2591		1		1232		2112		3088		896		
2591		2		816		1424		1216		672		
2591		3		368		752		1056		576		
2592		0		1344		1216		2576		1856		
2592		1		1248		2112		3104		928		
2592		2		832		1440		1824		672		
2592		3		336		736		784		560		
2593		0		1360		1200		2608		1872		
2593		1		1232		2128		3408		928		
2593		2		816		1408		1184		688		
2593		3		352		752		752		592		
2594		0		1344		1248		2144		1824		
2594		1		1264		2160		2928		928		
2594		2		816		1424		1232		656		
2594		3		336		752		1024		576		
2595		0		1360		1216		2032		1792		
2595		1		1248		2112		3072		1120		
2595		2		816		1456		1008		672		
2595		3		368		752		432		528		
2596		0		1344		1184		2016		1520		
2596		1		1232		2128		3408		912		
2596		2		816		1424		1824		672		
2596		3		368		736		1056		560		
2597		0		1344		1216		2576		1872		
2597		1		1232		2112		3424		928		
2597		2		800		1440		1248		672		
2597		3		352		736		1056		512		
2598		0		1344		1200		2032		1824		
2598		1		1216		2128		3072		912		
2598		2		816		1440		1248		656		
2598		3		352		752		1056		512		
2599		0		1344		1200		2640		1808		
2599		1		1200		2160		3200		928		
2599		2		800		1456		1840		864		
2599		3		352		1024		784		528		
2600		0		1344		1184		2032		1504		
2600		1		1216		2144		3216		928		
2600		2		800		1440		1856		672		
2600		3		352		720		768		544		
2601		0		1344		1184		2624		1840		
2601		1		1216		2128		3120		1120		
2601		2		800		1440		1536		640		
2601		3		352		736		1088		544		
2602		0		1328		1200		2624		1808		
2602		1		1200		2160		3200		896		
2602		2		816		1440		1872		688		
2602		3		336		720		800		512		
2603		0		1344		1168		2304		1824		
2603		1		1200		2128		3216		896		
2603		2		784		1440		1872		688		
2603		3		336		752		800		528		
2604		0		1328		1200		2608		1888		
2604		1		1184		2112		3104		1136		
2604		2		784		1440		1872		656		
2604		3		336		736		1088		560		
2605		0		1344		1184		2608		1856		
2605		1		1184		2128		3440		912		
2605		2		784		1408		1552		672		
2605		3		336		720		816		576		
2606		0		1328		1184		2608		1872		
2606		1		1184		2144		3408		944		
2606		2		784		1440		1872		704		
2606		3		352		720		1104		544		
2607		0		1328		1184		2624		1808		
2607		1		1216		2112		3440		896		
2607		2		800		1424		1888		688		
2607		3		336		736		784		528		
2608		0		1312		1168		2304		1792		
2608		1		1200		2144		3216		928		
2608		2		816		1408		1568		640		
2608		3		352		736		1040		560		
2609		0		1328		1216		2304		1824		
2609		1		1168		2128		3216		912		
2609		2		800		1408		1888		672		
2609		3		336		736		1088		560		
2610		0		1312		1200		2224		1808		
2610		1		1200		2112		2800		896		
2610		2		800		1424		1872		704		
2610		3		352		1024		496		528		
2611		0		1360		1184		2016		1488		
2611		1		1200		2144		3424		928		
2611		2		768		1456		1840		688		
2611		3		336		752		784		544		
2612		0		1360		1184		1920		1808		
2612		1		1168		2160		3120		1136		
2612		2		784		1424		1536		880		
2612		3		336		736		1072		528		
2613		0		1312		1184		2640		1520		
2613		1		1184		2144		3200		912		
2613		2		800		1440		1872		880		
2613		3		336		736		1088		512		
2614		0		1328		1184		2624		1840		
2614		1		1200		2144		3216		1136		
2614		2		784		1424		1856		656		
2614		3		336		752		1072		544		
2615		0		1344		1184		2640		1792		
2615		1		1168		2160		3232		896		
2615		2		816		1424		1856		672		
2615		3		128		752		1056		576		
2616		0		1328		1216		2640		1840		
2616		1		1184		2128		3152		1088		
2616		2		784		1408		1552		640		
2616		3		368		736		784		240		
2617		0		1328		1216		2624		1824		
2617		1		1184		2160		3232		896		
2617		2		800		1440		1872		640		
2617		3		352		736		1088		512		
2618		0		1344		1216		2640		1792		
2618		1		1184		2144		3216		912		
2618		2		816		1440		1840		688		
2618		3		368		720		1056		512		
2619		0		1312		1184		2032		1520		
2619		1		1184		2144		3424		912		
2619		2		800		1424		1248		640		
2619		3		368		736		1040		560		
2620		0		1344		1216		2608		1520		
2620		1		1184		2160		3424		896		
2620		2		816		1440		1264		656		
2620		3		352		736		752		544		
2621		0		1344		1200		2608		1792		
2621		1		1168		2160		3440		1136		
2621		2		800		1456		1824		720		
2621		3		368		736		1072		544		
2622		0		1328		1184		2000		1472		
2622		1		1200		2144		3440		944		
2622		2		800		1456		1824		720		
2622		3		128		736		752		544		
2623		0		1344		1200		2592		1824		
2623		1		1168		2128		3200		896		
2623		2		816		1456		1856		672		
2623		3		368		736		720		576		
2624		0		1344		1216		2608		1504		
2624		1		1200		2144		3216		1120		
2624		2		784		1440		1840		688		
2624		3		368		752		1056		544		
2625		0		1344		1200		1984		1520		
2625		1		1184		2128		3120		1104		
2625		2		816		1440		1840		656		
2625		3		352		752		1072		512		
2626		0		1360		1184		2352		1504		
2626		1		1216		2144		3440		912		
2626		2		816		1456		1472		656		
2626		3		128		752		656		544		
2627		0		1344		1184		1952		1504		
2627		1		1232		2144		3200		912		
2627		2		800		1456		1216		640		
2627		3		128		1056		704		592		
2628		0		1344		1184		2288		1824		
2628		1		1200		2128		3440		928		
2628		2		832		1440		1248		640		
2628		3		160		704		1040		544		
2629		0		1328		1216		2576		1504		
2629		1		1216		2144		3200		928		
2629		2		832		1456		1184		672		
2629		3		128		720		832		608		
2630		0		1360		1232		1968		1504		
2630		1		1232		2144		3232		1120		
2630		2		832		1440		1872		656		
2630		3		368		752		816		560		
2631		0		1376		1248		1968		1520		
2631		1		1248		2160		3216		896		
2631		2		832		1472		1840		688		
2631		3		368		752		768		528		
2632		0		1344		1216		2576		1504		
2632		1		1232		2160		2912		896		
2632		2		832		1472		1536		640		
2632		3		368		752		1072		528		
2633		0		1360		1184		2576		1504		
2633		1		1216		2160		2912		1136		
2633		2		816		1488		1184		880		
2633		3		336		736		608		528		
2634		0		1392		1232		2112		1792		
2634		1		1232		1920		2896		896		
2634		2		800		1488		1856		880		
2634		3		352		736		768		528		
2635		0		1360		1248		2016		1488		
2635		1		1248		2160		3232		1120		
2635		2		800		1440		1856		656		
2635		3		368		736		800		528		
2636		0		1360		1248		2416		1824		
2636		1		1536		2160		2752		896		
2636		2		816		1456		1312		656		
2636		3		368		1024		448		544		
2637		0		1376		1216		1968		1472		
2637		1		1232		2144		3200		1104		
2637		2		816		1440		1584		704		
2637		3		352		736		848		592		
2638		0		1376		1216		1984		1472		
2638		1		1232		2144		3216		1136		
2638		2		816		1440		1856		640		
2638		3		368		752		1024		544		
2639		0		1360		1200		2272		1808		
2639		1		1232		2144		3216		896		
2639		2		816		1456		1264		864		
2639		3		336		736		784		544		
2640		0		1344		1200		2288		1504		
2640		1		1248		2144		3136		1088		
2640		2		816		1456		1872		656		
2640		3		336		736		1072		544		
2641		0		1376		1200		2256		1840		
2641		1		1232		2128		3184		960		
2641		2		800		1472		1184		672		
2641		3		368		736		656		528		
2642		0		1344		1232		2080		1488		
2642		1		1216		2160		3424		1120		
2642		2		800		1472		1872		688		
2642		3		368		736		848		544		
2643		0		1376		1248		2080		1792		
2643		1		1216		2160		2736		896		
2643		2		848		1472		1232		688		
2643		3		128		1024		848		576		
2644		0		1360		1232		1952		1504		
2644		1		1216		2160		3440		896		
2644		2		848		1456		1840		688		
2644		3		160		704		768		560		
2645		0		1376		1216		2256		1856		
2645		1		1232		2160		2752		912		
2645		2		832		1440		1600		1040		
2645		3		352		720		832		608		
2646		0		1312		1200		1696		1840		
2646		1		1200		2160		2688		960		
2646		2		816		1488		1184		736		
2646		3		368		752		480		560		
2647		0		1360		1200		2160		1792		
2647		1		1216		2144		2880		960		
2647		2		832		1488		1264		704		
2647		3		368		720		768		560		
2648		0		1360		1216		2240		1888		
2648		1		1232		1920		2832		944		
2648		2		832		1456		1616		1040		
2648		3		336		736		464		592		
2649		0		1360		1216		2080		1856		
2649		1		1232		1920		2896		960		
2649		2		832		1488		1536		704		
2649		3		336		1024		1040		592		
2650		0		1344		1216		1920		1792		
2650		1		1216		2160		3424		944		
2650		2		816		1456		1568		736		
2650		3		368		736		416		560		
2651		0		1344		1216		2256		1520		
2651		1		1216		1920		3408		992		
2651		2		816		1488		1840		752		
2651		3		368		752		1056		560		
2652		0		1344		1232		2256		1520		
2652		1		1248		2160		3392		928		
2652		2		816		1472		1264		688		
2652		3		128		736		640		592		
2653		0		1360		1232		2064		1808		
2653		1		1232		1936		2720		912		
2653		2		832		1472		1584		752		
2653		3		128		752		416		528		
2654		0		1360		1216		2160		1808		
2654		1		1232		2160		3424		944		
2654		2		832		1456		1824		704		
2654		3		128		736		1056		576		
2655		0		1344		1216		2208		1664		
2655		1		1232		1936		3072		896		
2655		2		832		1456		1824		736		
2655		3		160		736		800		608		
2656		0		1344		1216		2160		1792		
2656		1		1232		2160		3120		976		
2656		2		848		1488		1232		704		
2656		3		144		752		752		576		
2657		0		1312		1200		2224		1856		
2657		1		1216		2144		3136		960		
2657		2		832		1488		1344		672		
2657		3		144		736		640		608		
2658		0		1344		1216		2080		1856		
2658		1		1232		2144		3184		976		
2658		2		832		1472		1808		704		
2658		3		144		736		432		576		
2659		0		1344		1216		1664		1872		
2659		1		1232		1920		2848		976		
2659		2		800		1472		1296		736		
2659		3		128		752		464		544		
2660		0		1344		1200		1728		1856		
2660		1		1232		1920		2704		1136		
2660		2		832		1488		1648		736		
2660		3		368		752		416		576		
2661		0		1360		1232		1920		1504		
2661		1		1248		1936		3408		960		
2661		2		832		1488		1808		720		
2661		3		160		720		544		592		
2662		0		1328		1216		1680		1808		
2662		1		1264		1920		2736		1136		
2662		2		800		1472		1856		688		
2662		3		352		736		1024		608		
2663		0		1360		1200		1664		1840		
2663		1		1264		2160		3024		944		
2663		2		848		1488		1152		688		
2663		3		144		720		496		576		
2664		0		1360		1200		1920		1840		
2664		1		1248		2160		3168		960		
2664		2		848		1488		1280		736		
2664		3		352		752		448		576		
2665		0		1360		1216		2080		1872		
2665		1		1248		1920		2768		912		
2665		2		800		1488		1840		752		
2665		3		368		736		496		560		
2666		0		1360		1200		2208		1856		
2666		1		1216		2160		3440		928		
2666		2		832		1472		1568		752		
2666		3		128		736		432		512		
2667		0		1344		1184		2144		1808		
2667		1		1216		2160		3408		960		
2667		2		832		1488		1856		704		
2667		3		128		736		768		544		
2668		0		1328		1200		2144		1808		
2668		1		1232		2160		3120		912		
2668		2		816		1472		1808		1024		
2668		3		368		1024		432		528		
2669		0		1328		1184		2224		1856		
2669		1		1216		1920		2992		992		
2669		2		832		1472		1584		1040		
2669		3		144		720		640		592		
2670		0		1360		1200		1968		1680		
2670		1		1232		2160		3056		992		
2670		2		832		1520		1184		736		
2670		3		144		736		608		560		
2671		0		1360		1232		2160		1520		
2671		1		1216		2160		3200		960		
2671		2		832		1488		1808		1024		
2671		3		160		736		448		512		
2672		0		1344		1200		1968		1856		
2672		1		1248		2144		2896		944		
2672		2		848		1472		1536		688		
2672		3		144		736		864		560		
2673		0		1360		1216		2080		1792		
2673		1		1248		2160		3200		960		
2673		2		848		1504		1152		688		
2673		3		144		720		848		544		
2674		0		1360		1184		2400		1888		
2674		1		1248		2160		2688		912		
2674		2		848		1472		1168		704		
2674		3		160		736		432		544		
2675		0		1360		1200		2096		1824		
2675		1		1264		2144		3120		896		
2675		2		864		1456		1264		688		
2675		3		176		736		736		512		
2676		0		1376		1232		2080		1872		
2676		1		1264		1920		3168		896		
2676		2		848		1456		1856		672		
2676		3		160		720		736		576		
2677		0		1344		1184		2192		1872		
2677		1		1248		2160		3344		912		
2677		2		848		1472		1536		720		
2677		3		144		720		416		544		
2678		0		1344		1168		1696		1856		
2678		1		1536		2128		2800		944		
2678		2		832		1488		1264		704		
2678		3		320		704		432		528		
2679		0		1376		1184		2240		1872		
2679		1		1232		2128		3168		896		
2679		2		832		1440		1536		688		
2679		3		368		704		784		512		
2680		0		1344		1152		2256		1856		
2680		1		1248		2128		3200		944		
2680		2		848		1504		1296		736		
2680		3		128		1024		448		576		
2681		0		1344		1200		2064		1808		
2681		1		1248		2144		3200		960		
2681		2		848		1488		1328		736		
2681		3		192		736		448		528		
2682		0		1344		1184		1968		1872		
2682		1		1536		2160		2912		944		
2682		2		880		1488		1168		688		
2682		3		160		736		1056		560		
2683		0		1360		1184		1984		1872		
2683		1		1536		1920		2864		944		
2683		2		864		1472		1440		1024		
2683		3		176		736		768		240		
2684		0		1344		1168		1920		1808		
2684		1		1536		2128		2944		896		
2684		2		832		1472		1856		672		
2684		3		128		720		1040		528		
2685		0		1360		1184		1952		1872		
2685		1		1536		2160		3184		896		
2685		2		880		1472		1248		688		
2685		3		160		736		1040		512		
2686		0		1360		1152		2288		1856		
2686		1		1264		2144		3280		912		
2686		2		880		1440		1248		704		
2686		3		144		720		880		624		
2687		0		1392		1184		1712		1872		
2687		1		1552		2160		3136		896		
2687		2		848		1456		1808		752		
2687		3		176		720		1040		544		
2688		0		1376		1152		2560		1824		
2688		1		1552		2096		3152		928		
2688		2		848		1456		1824		704		
2688		3		160		704		1024		576		
2689		0		1376		1152		1984		1808		
2689		1		1568		2112		3248		928		
2689		2		848		1472		1808		736		
2689		3		128		736		720		624		
2690		0		1392		1200		1968		1808		
2690		1		1536		2128		3104		1136		
2690		2		832		1456		1248		720		
2690		3		144		736		768		544		
2691		0		1376		1168		1968		1808		
2691		1		1584		2144		3232		944		
2691		2		848		1440		1264		704		
2691		3		144		720		1072		576		
2692		0		1376		1168		2288		1888		
2692		1		1568		2144		3424		944		
2692		2		832		1472		1808		720		
2692		3		160		736		1024		512		
2693		0		1376		1184		1968		1792		
2693		1		1584		2144		2688		1120		
2693		2		848		1504		1168		688		
2693		3		128		704		1024		560		
2694		0		1152		1232		2160		1824		
2694		1		1600		2144		2768		912		
2694		2		864		1456		1808		720		
2694		3		128		720		736		576		
2695		0		1168		1168		1888		1872		
2695		1		1616		1920		2848		896		
2695		2		816		1472		1520		704		
2695		3		144		720		864		592		
2696		0		1184		1184		2112		1840		
2696		1		1616		2112		2720		928		
2696		2		656		1440		1200		704		
2696		3		192		736		848		576		
2697		0		1168		1200		1728		1840		
2697		1		1632		1920		2720		912		
2697		2		864		1456		1520		704		
2697		3		176		736		864		592		
2698		0		1328		992		1664		1408		
2698		1		1328		2112		2256		1120		
2698		2		816		1472		1424		688		
2698		3		176		720		1024		576		
2699		0		1328		1184		1520		1424		
2699		1		1312		2128		2832		912		
2699		2		864		1456		1376		688		
2699		3		192		736		1024		576		
2700		0		1344		1392		1792		1440		
2700		1		1568		2096		2176		912		
2700		2		672		1440		1360		720		
2700		3		240		736		720		576		
2701		0		1152		1216		1632		1456		
2701		1		1568		2144		2240		912		
2701		2		688		1440		1360		720		
2701		3		224		736		400		560		
2702		0		1152		1168		2048		1488		
2702		1		1584		1920		2416		928		
2702		2		704		1456		1344		704		
2702		3		192		720		496		560		
2703		0		1376		1216		1520		1456		
2703		1		1552		1952		2416		928		
2703		2		672		1472		1328		688		
2703		3		224		736		560		576		
2704		0		1152		1264		1264		1520		
2704		1		1600		1984		2384		960		
2704		2		704		1488		992		736		
2704		3		512		736		400		544		
2705		0		1392		1232		1424		1488		
2705		1		1616		1952		2368		944		
2705		2		704		1456		1344		688		
2705		3		240		720		480		544		
2706		0		1152		1232		1776		1504		
2706		1		1584		1936		2448		976		
2706		2		720		1488		1328		688		
2706		3		240		752		1024		560		
2707		0		1168		1248		1776		1504		
2707		1		1632		1920		2224		928		
2707		2		704		1456		1648		704		
2707		3		240		752		704		576		
2708		0		1168		1248		1776		1472		
2708		1		1648		1952		2480		944		
2708		2		720		1456		1648		688		
2708		3		224		736		752		560		
2709		0		1184		1264		1424		1440		
2709		1		1632		1968		2208		928		
2709		2		704		1472		1312		672		
2709		3		240		736		832		560		
2710		0		1152		1264		1600		1440		
2710		1		1616		1936		2672		960		
2710		2		704		1472		1632		720		
2710		3		240		1040		448		576		
2711		0		1392		1568		1760		1472		
2711		1		1600		1968		2672		992		
2711		2		720		1456		1344		704		
2711		3		240		1024		400		544		
